Código universal de punto de suministro,Fecha,Hora,Consumo,Método de obtención
4,03-12-2021,15,0.306,R
4,03-12-2021,16,1.486,R
4,03-12-2021,17,2.591,R
4,03-12-2021,18,1.703,R
4,03-12-2021,19,1.416,R
4,03-12-2021,20,0.799,R
4,03-12-2021,21,0.162,R
4,03-12-2021,22,0.513,R
4,03-12-2021,23,2.168,R
4,03-12-2021,24,1.836,R
4,04-12-2021,1,0.196,R
4,04-12-2021,2,0.188,R
4,04-12-2021,3,0.155,R
4,04-12-2021,4,0.167,R
4,04-12-2021,5,0.162,R
4,04-12-2021,6,0.158,R
4,04-12-2021,7,0.689,R
4,04-12-2021,8,0.129,R
4,04-12-2021,9,0.803,R
4,04-12-2021,10,2.017,R
4,04-12-2021,11,0.09,R
4,04-12-2021,12,0.061,R
4,04-12-2021,13,0.089,R
4,04-12-2021,14,0.07,R
4,04-12-2021,15,0.448,R
4,04-12-2021,16,0.074,R
4,04-12-2021,17,0.059,R
4,04-12-2021,18,0.083,R
4,04-12-2021,19,0.058,R
4,04-12-2021,20,0.084,R
4,04-12-2021,21,0.406,R
4,04-12-2021,22,0.164,R
4,04-12-2021,23,0.077,R
4,04-12-2021,24,0.037,R
4,05-12-2021,1,0.087,R
4,05-12-2021,2,0.12,R
4,05-12-2021,3,0.111,R
4,05-12-2021,4,0.088,R
4,05-12-2021,5,0.056,R
4,05-12-2021,6,0.093,R
4,05-12-2021,7,0.702,R
4,05-12-2021,8,0.087,R
4,05-12-2021,9,0.071,R
4,05-12-2021,10,0.071,R
4,05-12-2021,11,0.073,R
4,05-12-2021,12,0.035,R
4,05-12-2021,13,0.552,R
4,05-12-2021,14,0.062,R
4,05-12-2021,15,0.049,R
4,05-12-2021,16,0.03,R
4,05-12-2021,17,0.09,R
4,05-12-2021,18,0.067,R
4,05-12-2021,19,0.056,R
4,05-12-2021,20,0.496,R
4,05-12-2021,21,0.049,R
4,05-12-2021,22,0.08,R
4,05-12-2021,23,0.069,R
4,05-12-2021,24,0.045,R
4,06-12-2021,1,0.032,R
4,06-12-2021,2,0.101,R
4,06-12-2021,3,0.51,R
4,06-12-2021,4,0.058,R
4,06-12-2021,5,0.032,R
4,06-12-2021,6,0.063,R
4,06-12-2021,7,0.079,R
4,06-12-2021,8,0.075,R
4,06-12-2021,9,0.494,R
4,06-12-2021,10,0.03,R
4,06-12-2021,11,0.098,R
4,06-12-2021,12,0.057,R
4,06-12-2021,13,0.055,R
4,06-12-2021,14,0.029,R
4,06-12-2021,15,0.076,R
4,06-12-2021,16,0.558,R
4,06-12-2021,17,0.06,R
4,06-12-2021,18,0.03,R
4,06-12-2021,19,0.034,R
4,06-12-2021,20,0.093,R
4,06-12-2021,21,0.057,R
4,06-12-2021,22,0.152,R
4,06-12-2021,23,0.396,R
4,06-12-2021,24,0.084,R
4,07-12-2021,1,0.073,R
4,07-12-2021,2,0.057,R
4,07-12-2021,3,0.032,R
4,07-12-2021,4,0.046,R
4,07-12-2021,5,0.526,R
4,07-12-2021,6,0.067,R
4,07-12-2021,7,0.063,R
4,07-12-2021,8,0.031,R
4,07-12-2021,9,0.106,R
4,07-12-2021,10,0.058,R
4,07-12-2021,11,0.055,R
4,07-12-2021,12,0.489,R
4,07-12-2021,13,0.061,R
4,07-12-2021,14,0.076,R
4,07-12-2021,15,0.071,R
4,07-12-2021,16,0.034,R
4,07-12-2021,17,0.03,R
4,07-12-2021,18,0.412,R
4,07-12-2021,19,0.211,R
4,07-12-2021,20,0.056,R
4,07-12-2021,21,0.029,R
4,07-12-2021,22,0.074,R
4,07-12-2021,23,0.075,R
4,07-12-2021,24,0.062,R
4,08-12-2021,1,0.49,R
4,08-12-2021,2,0.034,R
4,08-12-2021,3,0.097,R
4,08-12-2021,4,0.059,R
4,08-12-2021,5,0.057,R
4,08-12-2021,6,0.031,R
4,08-12-2021,7,0.55,R
4,08-12-2021,8,0.072,R
4,08-12-2021,9,0.055,R
4,08-12-2021,10,0.031,R
4,08-12-2021,11,0.037,R
4,08-12-2021,12,0.089,R
4,08-12-2021,13,0.158,R
4,08-12-2021,14,0.401,R
4,08-12-2021,15,0.03,R
4,08-12-2021,16,0.083,R
4,08-12-2021,17,0.069,R
4,08-12-2021,18,0.055,R
4,08-12-2021,19,0.03,R
4,08-12-2021,20,0.501,R
4,08-12-2021,21,0.676,R
4,08-12-2021,22,1.293,R
4,08-12-2021,23,1.088,R
4,08-12-2021,24,0.577,R
4,09-12-2021,1,0.095,R
4,09-12-2021,2,0.07,R
4,09-12-2021,3,0.084,R
4,09-12-2021,4,0.068,R
4,09-12-2021,5,0.478,R
4,09-12-2021,6,0.069,R
4,09-12-2021,7,0.081,R
4,09-12-2021,8,0.074,R
4,09-12-2021,9,0.049,R
4,09-12-2021,10,0.184,R
4,09-12-2021,11,1.949,R
4,09-12-2021,12,0.567,R
4,09-12-2021,13,1.176,R
4,09-12-2021,14,1.862,R
4,09-12-2021,15,0.457,R
4,09-12-2021,16,0.671,R
4,09-12-2021,17,1.183,R
4,09-12-2021,18,0.485,R
4,09-12-2021,19,0.059,R
4,09-12-2021,20,0.427,R
4,09-12-2021,21,0.065,R
4,09-12-2021,22,0.08,R
4,09-12-2021,23,0.055,R
4,09-12-2021,24,0.071,R
4,10-12-2021,1,0.397,R
4,10-12-2021,2,0.16,R
4,10-12-2021,3,0.11,R
4,10-12-2021,4,0.07,R
4,10-12-2021,5,0.083,R
4,10-12-2021,6,0.057,R
4,10-12-2021,7,0.08,R
4,10-12-2021,8,0.507,R
4,10-12-2021,9,0.073,R
4,10-12-2021,10,0.063,R
4,10-12-2021,11,0.053,R
4,10-12-2021,12,0.081,R
4,10-12-2021,13,0.034,R
4,10-12-2021,14,0.555,R
4,10-12-2021,15,0.045,R
4,10-12-2021,16,0.081,R
4,10-12-2021,17,0.064,R
4,10-12-2021,18,0.079,R
4,10-12-2021,19,0.055,R
4,10-12-2021,20,0.077,R
4,10-12-2021,21,0.53,R
4,10-12-2021,22,0.039,R
4,10-12-2021,23,0.088,R
4,10-12-2021,24,0.058,R
4,11-12-2021,1,0.031,R
4,11-12-2021,2,0.042,R
4,11-12-2021,3,0.092,R
4,11-12-2021,4,0.062,R
4,11-12-2021,5,0.03,R
4,11-12-2021,6,0.047,R
4,11-12-2021,7,0.733,R
4,11-12-2021,8,0.064,R
4,11-12-2021,9,0.029,R
4,11-12-2021,10,0.05,R
4,11-12-2021,11,0.089,R
4,11-12-2021,12,0.058,R
4,11-12-2021,13,0.136,R
4,11-12-2021,14,0.418,R
4,11-12-2021,15,0.088,R
4,11-12-2021,16,0.055,R
4,11-12-2021,17,0.03,R
4,11-12-2021,18,0.06,R
4,11-12-2021,19,0.085,R
4,11-12-2021,20,0.183,R
4,11-12-2021,21,0.43,R
4,11-12-2021,22,0.068,R
4,11-12-2021,23,0.076,R
4,11-12-2021,24,0.052,R
4,12-12-2021,1,0.031,R
4,12-12-2021,2,0.079,R
4,12-12-2021,3,0.067,R
4,12-12-2021,4,0.054,R
4,12-12-2021,5,0.03,R
4,12-12-2021,6,0.086,R
4,12-12-2021,7,0.745,R
4,12-12-2021,8,0.071,R
4,12-12-2021,9,0.035,R
4,12-12-2021,10,0.03,R
4,12-12-2021,11,0.09,R
4,12-12-2021,12,0.074,R
4,12-12-2021,13,0.435,R
4,12-12-2021,14,0.076,R
4,12-12-2021,15,0.092,R
4,12-12-2021,16,0.076,R
4,12-12-2021,17,0.029,R
4,12-12-2021,18,0.036,R
4,12-12-2021,19,0.092,R
4,12-12-2021,20,0.519,R
4,12-12-2021,21,0.059,R
4,12-12-2021,22,0.848,R
4,12-12-2021,23,0.675,R
4,12-12-2021,24,0.051,R
4,13-12-2021,1,0.096,R
4,13-12-2021,2,0.056,R
4,13-12-2021,3,0.085,R
4,13-12-2021,4,0.058,R
4,13-12-2021,5,0.49,R
4,13-12-2021,6,0.072,R
4,13-12-2021,7,0.035,R
4,13-12-2021,8,1.8,R
4,13-12-2021,9,0.78,R
4,13-12-2021,10,0.185,R
4,13-12-2021,11,0.233,R
4,13-12-2021,12,0.193,R
4,13-12-2021,13,0.141,R
4,13-12-2021,14,0.185,R
4,13-12-2021,15,0.12,R
4,13-12-2021,16,0.664,R
4,13-12-2021,17,0.141,R
4,13-12-2021,18,0.181,R
4,13-12-2021,19,0.093,R
4,13-12-2021,20,0.077,R
4,13-12-2021,21,0.089,R
4,13-12-2021,22,0.322,R
4,13-12-2021,23,0.304,R
4,13-12-2021,24,0.557,R
4,14-12-2021,1,1.504,R
4,14-12-2021,2,0.054,R
4,14-12-2021,3,0.088,R
4,14-12-2021,4,0.059,R
4,14-12-2021,5,0.084,R
4,14-12-2021,6,0.059,R
4,14-12-2021,7,0.068,R
4,14-12-2021,8,0.641,R
4,14-12-2021,9,0.033,R
4,14-12-2021,10,0.089,R
4,14-12-2021,11,0.052,R
4,14-12-2021,12,0.08,R
4,14-12-2021,13,0.056,R
4,14-12-2021,14,0.086,R
4,14-12-2021,15,0.598,R
4,14-12-2021,16,0.134,R
4,14-12-2021,17,0.184,R
4,14-12-2021,18,0.147,R
4,14-12-2021,19,0.559,R
4,14-12-2021,20,0.928,R
4,14-12-2021,21,1.099,R
4,14-12-2021,22,1.098,R
4,14-12-2021,23,2.004,R
4,14-12-2021,24,1.487,R
4,15-12-2021,1,1.397,R
4,15-12-2021,2,0.114,R
4,15-12-2021,3,0.089,R
4,15-12-2021,4,0.05,R
4,15-12-2021,5,0.106,R
4,15-12-2021,6,0.073,R
4,15-12-2021,7,0.532,R
4,15-12-2021,8,1.182,R
4,15-12-2021,9,1.083,R
4,15-12-2021,10,0.191,R
4,15-12-2021,11,0.179,R
4,15-12-2021,12,0.2,R
4,15-12-2021,13,0.172,R
4,15-12-2021,14,0.16,R
4,15-12-2021,15,0.94,R
4,15-12-2021,16,0.497,R
4,15-12-2021,17,0.245,R
4,15-12-2021,18,0.183,R
4,15-12-2021,19,0.93,R
4,15-12-2021,20,1.179,R
4,15-12-2021,21,0.034,R
4,15-12-2021,22,0.099,R
4,15-12-2021,23,0.821,R
4,15-12-2021,24,0.292,R
4,16-12-2021,1,0.08,R
4,16-12-2021,2,0.417,R
4,16-12-2021,3,0.066,R
4,16-12-2021,4,0.087,R
4,16-12-2021,5,0.078,R
4,16-12-2021,6,0.06,R
4,16-12-2021,7,0.215,R
4,16-12-2021,8,1.937,R
4,16-12-2021,9,0.232,R
4,16-12-2021,10,0.057,R
4,16-12-2021,11,0.05,R
4,16-12-2021,12,0.096,R
4,16-12-2021,13,0.039,R
4,16-12-2021,14,0.081,R
4,16-12-2021,15,0.51,R
4,16-12-2021,16,0.057,R
4,16-12-2021,17,0.089,R
4,16-12-2021,18,0.037,R
4,16-12-2021,19,0.306,R
4,16-12-2021,20,0.613,R
4,16-12-2021,21,0.746,R
4,16-12-2021,22,0.107,R
4,16-12-2021,23,0.059,R
4,16-12-2021,24,0.112,R
4,17-12-2021,1,0.066,R
4,17-12-2021,2,0.277,R
4,17-12-2021,3,0.351,R
4,17-12-2021,4,0.068,R
4,17-12-2021,5,0.095,R
4,17-12-2021,6,0.052,R
4,17-12-2021,7,0.095,R
4,17-12-2021,8,0.066,R
4,17-12-2021,9,0.579,R
4,17-12-2021,10,1.807,R
4,17-12-2021,11,1.85,R
4,17-12-2021,12,1.446,R
4,17-12-2021,13,0.56,R
4,17-12-2021,14,1.708,R
4,17-12-2021,15,1.717,R
4,17-12-2021,16,0.297,R
4,17-12-2021,17,0.074,R
4,17-12-2021,18,0.04,R
4,17-12-2021,19,0.114,R
4,17-12-2021,20,0.085,R
4,17-12-2021,21,0.519,R
4,17-12-2021,22,0.083,R
4,17-12-2021,23,1.853,R
4,17-12-2021,24,1.209,R
4,18-12-2021,1,0.55,R
4,18-12-2021,2,0.119,R
4,18-12-2021,3,0.052,R
4,18-12-2021,4,0.095,R
4,18-12-2021,5,0.059,R
4,18-12-2021,6,0.09,R
4,18-12-2021,7,0.5,R
4,18-12-2021,8,0.066,R
4,18-12-2021,9,0.072,R
4,18-12-2021,10,0.199,R
4,18-12-2021,11,0.679,R
4,18-12-2021,12,1.762,R
4,18-12-2021,13,1.429,R
4,18-12-2021,14,0.067,R
4,18-12-2021,15,0.046,R
4,18-12-2021,16,0.098,R
4,18-12-2021,17,0.043,R
4,18-12-2021,18,0.108,R
4,18-12-2021,19,0.15,R
4,18-12-2021,20,0.855,R
4,18-12-2021,21,0.169,R
4,18-12-2021,22,0.037,R
4,18-12-2021,23,0.101,R
4,18-12-2021,24,0.041,R
4,19-12-2021,1,0.49,R
4,19-12-2021,2,0.059,R
4,19-12-2021,3,0.12,R
4,19-12-2021,4,0.139,R
4,19-12-2021,5,0.092,R
4,19-12-2021,6,0.111,R
4,19-12-2021,7,0.045,R
4,19-12-2021,8,0.095,R
4,19-12-2021,9,0.055,R
4,19-12-2021,10,0.067,R
4,19-12-2021,11,0.066,R
4,19-12-2021,12,0.169,R
4,19-12-2021,13,0.118,R
4,19-12-2021,14,0.044,R
4,19-12-2021,15,0.09,R
4,19-12-2021,16,0.051,R
4,19-12-2021,17,0.139,R
4,19-12-2021,18,0.252,R
4,19-12-2021,19,0.053,R
4,19-12-2021,20,0.093,R
4,19-12-2021,21,0.038,R
4,19-12-2021,22,0.089,R
4,19-12-2021,23,0.164,R
4,19-12-2021,24,0.15,R
4,20-12-2021,1,0.082,R
4,20-12-2021,2,0.044,R
4,20-12-2021,3,0.102,R
4,20-12-2021,4,0.069,R
4,20-12-2021,5,0.09,R
4,20-12-2021,6,0.066,R
4,20-12-2021,7,0.038,R
4,20-12-2021,8,1.643,R
4,20-12-2021,9,1.816,R
4,20-12-2021,10,1.123,R
4,20-12-2021,11,0.441,R
4,20-12-2021,12,0.204,R
4,20-12-2021,13,0.149,R
4,20-12-2021,14,0.229,R
4,20-12-2021,15,0.156,R
4,20-12-2021,16,0.632,R
4,20-12-2021,17,0.598,R
4,20-12-2021,18,0.132,R
4,20-12-2021,19,0.207,R
4,20-12-2021,20,0.142,R
4,20-12-2021,21,0.516,R
4,20-12-2021,22,3.242,R
4,20-12-2021,23,0.896,R
4,20-12-2021,24,1.692,R
4,21-12-2021,1,1.167,R
4,21-12-2021,2,0.117,R
4,21-12-2021,3,0.055,R
4,21-12-2021,4,0.11,R
4,21-12-2021,5,0.058,R
4,21-12-2021,6,0.092,R
4,21-12-2021,7,0.078,R
4,21-12-2021,8,1.937,R
4,21-12-2021,9,0.311,R
4,21-12-2021,10,0.17,R
4,21-12-2021,11,0.193,R
4,21-12-2021,12,0.188,R
4,21-12-2021,13,0.205,R
4,21-12-2021,14,0.571,R
4,21-12-2021,15,0.137,R
4,21-12-2021,16,0.141,R
4,21-12-2021,17,0.149,R
4,21-12-2021,18,0.182,R
4,21-12-2021,19,0.436,R
4,21-12-2021,20,0.286,R
4,21-12-2021,21,0.201,R
4,21-12-2021,22,0.152,R
4,21-12-2021,23,0.183,R
4,21-12-2021,24,1.045,R
4,22-12-2021,1,0.355,R
4,22-12-2021,2,0.087,R
4,22-12-2021,3,0.095,R
4,22-12-2021,4,0.059,R
4,22-12-2021,5,0.096,R
4,22-12-2021,6,0.499,R
4,22-12-2021,7,0.041,R
4,22-12-2021,8,1.675,R
4,22-12-2021,9,0.26,R
4,22-12-2021,10,0.125,R
4,22-12-2021,11,0.18,R
4,22-12-2021,12,0.18,R
4,22-12-2021,13,0.226,R
4,22-12-2021,14,0.329,R
4,22-12-2021,15,0.587,R
4,22-12-2021,16,1.632,R
4,22-12-2021,17,0.138,R
4,22-12-2021,18,0.208,R
4,22-12-2021,19,1.003,R
4,22-12-2021,20,1.686,R
4,22-12-2021,21,0.604,R
4,22-12-2021,22,0.185,R
4,22-12-2021,23,0.239,R
4,22-12-2021,24,0.846,R
4,23-12-2021,1,1.699,R
4,23-12-2021,2,0.406,R
4,23-12-2021,3,0.101,R
4,23-12-2021,4,0.065,R
4,23-12-2021,5,0.067,R
4,23-12-2021,6,0.076,R
4,23-12-2021,7,0.304,R
4,23-12-2021,8,0.264,R
4,23-12-2021,9,0.663,R
4,23-12-2021,10,0.159,R
4,23-12-2021,11,0.745,R
4,23-12-2021,12,0.621,R
4,23-12-2021,13,1.991,R
4,23-12-2021,14,3.041,R
4,23-12-2021,15,2.711,R
4,23-12-2021,16,1.31,R
4,23-12-2021,17,0.306,R
4,23-12-2021,18,1.709,R
4,23-12-2021,19,1.646,R
4,23-12-2021,20,0.256,R
4,23-12-2021,21,0.068,R
4,23-12-2021,22,0.079,R
4,23-12-2021,23,0.089,R
4,23-12-2021,24,0.039,R
4,24-12-2021,1,0.101,R
4,24-12-2021,2,0.53,R
4,24-12-2021,3,0.04,R
4,24-12-2021,4,0.105,R
4,24-12-2021,5,0.068,R
4,24-12-2021,6,0.052,R
4,24-12-2021,7,0.093,R
4,24-12-2021,8,0.067,R
4,24-12-2021,9,0.562,R
4,24-12-2021,10,0.084,R
4,24-12-2021,11,0.046,R
4,24-12-2021,12,0.102,R
4,24-12-2021,13,0.065,R
4,24-12-2021,14,0.038,R
4,24-12-2021,15,0.101,R
4,24-12-2021,16,0.578,R
4,24-12-2021,17,0.091,R
4,24-12-2021,18,0.099,R
4,24-12-2021,19,0.079,R
4,24-12-2021,20,0.09,R
4,24-12-2021,21,0.082,R
4,24-12-2021,22,0.234,R
4,24-12-2021,23,0.341,R
4,24-12-2021,24,0.087,R
4,25-12-2021,1,0.061,R
4,25-12-2021,2,0.035,R
4,25-12-2021,3,0.046,R
4,25-12-2021,4,0.1,R
4,25-12-2021,5,0.545,R
4,25-12-2021,6,0.043,R
4,25-12-2021,7,0.035,R
4,25-12-2021,8,0.111,R
4,25-12-2021,9,0.061,R
4,25-12-2021,10,0.06,R
4,25-12-2021,11,0.033,R
4,25-12-2021,12,0.59,R
4,25-12-2021,13,0.084,R
4,25-12-2021,14,0.06,R
4,25-12-2021,15,0.033,R
4,25-12-2021,16,0.059,R
4,25-12-2021,17,0.095,R
4,25-12-2021,18,0.076,R
4,25-12-2021,19,0.034,R
4,25-12-2021,20,0.494,R
4,25-12-2021,21,0.108,R
4,25-12-2021,22,0.069,R
4,25-12-2021,23,0.051,R
4,25-12-2021,24,0.034,R
4,26-12-2021,1,0.325,E
4,26-12-2021,2,0.271,E
4,26-12-2021,3,0.232,E
4,26-12-2021,4,0.208,E
4,26-12-2021,5,0.197,E
4,26-12-2021,6,0.196,E
4,26-12-2021,7,0.201,E
4,26-12-2021,8,0.215,E
4,26-12-2021,9,0.239,E
4,26-12-2021,10,0.296,E
4,26-12-2021,11,0.352,E
4,26-12-2021,12,0.375,E
4,26-12-2021,13,0.37,E
4,26-12-2021,14,0.383,E
4,26-12-2021,15,0.381,E
4,26-12-2021,16,0.345,E
4,26-12-2021,17,0.327,E
4,26-12-2021,18,0.335,E
4,26-12-2021,19,0.394,E
4,26-12-2021,20,0.423,E
4,26-12-2021,21,0.448,E
4,26-12-2021,22,0.459,E
4,26-12-2021,23,0.433,E
4,26-12-2021,24,0.377,E
4,27-12-2021,1,0.293,E
4,27-12-2021,2,0.237,E
4,27-12-2021,3,0.205,E
4,27-12-2021,4,0.189,E
4,27-12-2021,5,0.183,E
4,27-12-2021,6,0.188,E
4,27-12-2021,7,0.211,E
4,27-12-2021,8,0.267,E
4,27-12-2021,9,0.506,E
4,27-12-2021,10,0.55,E
4,27-12-2021,11,0.499,E
4,27-12-2021,12,0.498,E
4,27-12-2021,13,0.49,E
4,27-12-2021,14,0.515,E
4,27-12-2021,15,0.615,E
4,27-12-2021,16,0.585,E
4,27-12-2021,17,0.568,E
4,27-12-2021,18,0.595,E
4,27-12-2021,19,0.583,E
4,27-12-2021,20,0.63,E
4,27-12-2021,21,0.67,E
4,27-12-2021,22,0.68,E
4,27-12-2021,23,0.75,E
4,27-12-2021,24,0.633,E
4,28-12-2021,1,0.301,E
4,28-12-2021,2,0.241,E
4,28-12-2021,3,0.208,E
4,28-12-2021,4,0.192,E
4,28-12-2021,5,0.186,E
4,28-12-2021,6,0.191,E
4,28-12-2021,7,0.215,E
4,28-12-2021,8,0.273,E
4,28-12-2021,9,0.513,E
4,28-12-2021,10,0.547,E
4,28-12-2021,11,0.493,E
4,28-12-2021,12,0.49,E
4,28-12-2021,13,0.482,E
4,28-12-2021,14,0.507,E
4,28-12-2021,15,0.604,E
4,28-12-2021,16,0.574,E
4,28-12-2021,17,0.558,E
4,28-12-2021,18,0.585,E
4,28-12-2021,19,0.574,E
4,28-12-2021,20,0.619,E
4,28-12-2021,21,0.66,E
4,28-12-2021,22,0.678,E
4,28-12-2021,23,0.759,E
4,28-12-2021,24,0.642,E
4,29-12-2021,1,0.304,E
4,29-12-2021,2,0.243,E
4,29-12-2021,3,0.21,E
4,29-12-2021,4,0.195,E
4,29-12-2021,5,0.189,E
4,29-12-2021,6,0.194,E
4,29-12-2021,7,0.219,E
4,29-12-2021,8,0.279,E
4,29-12-2021,9,0.526,E
4,29-12-2021,10,0.56,E
4,29-12-2021,11,0.502,E
4,29-12-2021,12,0.5,E
4,29-12-2021,13,0.492,E
4,29-12-2021,14,0.518,E
4,29-12-2021,15,0.617,E
4,29-12-2021,16,0.588,E
4,29-12-2021,17,0.572,E
4,29-12-2021,18,0.598,E
4,29-12-2021,19,0.584,E
4,29-12-2021,20,0.63,E
4,29-12-2021,21,0.671,E
4,29-12-2021,22,0.687,E
4,29-12-2021,23,0.767,E
4,29-12-2021,24,0.649,E
4,30-12-2021,1,0.305,E
4,30-12-2021,2,0.244,E
4,30-12-2021,3,0.211,E
4,30-12-2021,4,0.195,E
4,30-12-2021,5,0.189,E
4,30-12-2021,6,0.194,E
4,30-12-2021,7,0.219,E
4,30-12-2021,8,0.279,E
4,30-12-2021,9,0.525,E
4,30-12-2021,10,0.56,E
4,30-12-2021,11,0.503,E
4,30-12-2021,12,0.5,E
4,30-12-2021,13,0.492,E
4,30-12-2021,14,0.517,E
4,30-12-2021,15,0.614,E
4,30-12-2021,16,0.584,E
4,30-12-2021,17,0.568,E
4,30-12-2021,18,0.595,E
4,30-12-2021,19,0.583,E
4,30-12-2021,20,0.629,E
4,30-12-2021,21,0.67,E
4,30-12-2021,22,0.686,E
4,30-12-2021,23,0.766,E
4,30-12-2021,24,0.647,E
4,31-12-2021,1,0.291,E
4,31-12-2021,2,0.234,E
4,31-12-2021,3,0.2,E
4,31-12-2021,4,0.184,E
4,31-12-2021,5,0.177,E
4,31-12-2021,6,0.18,E
4,31-12-2021,7,0.2,E
4,31-12-2021,8,0.249,E
4,31-12-2021,9,0.471,E
4,31-12-2021,10,0.51,E
4,31-12-2021,11,0.461,E
4,31-12-2021,12,0.458,E
4,31-12-2021,13,0.128,R
4,31-12-2021,14,0.168,R
4,31-12-2021,15,0.154,R
4,31-12-2021,16,0.115,R
4,31-12-2021,17,0.176,R
4,31-12-2021,18,0.613,R
4,31-12-2021,19,0.902,R
4,31-12-2021,20,3.227,R
4,31-12-2021,21,2.896,R
4,31-12-2021,22,0.787,R
4,31-12-2021,23,0.141,R
4,31-12-2021,24,0.105,R
4,01-01-2022,1,0.102,R
4,01-01-2022,2,0.108,R
4,01-01-2022,3,0.253,R
4,01-01-2022,4,0.306,R
4,01-01-2022,5,0.766,R
4,01-01-2022,6,0.249,R
4,01-01-2022,7,0.137,R
4,01-01-2022,8,0.402,R
4,01-01-2022,9,0.099,R
4,01-01-2022,10,0.11,R
4,01-01-2022,11,0.124,R
4,01-01-2022,12,0.068,R
4,01-01-2022,13,1.127,R
4,01-01-2022,14,1.721,R
4,01-01-2022,15,0.242,R
4,01-01-2022,16,0.091,R
4,01-01-2022,17,0.135,R
4,01-01-2022,18,0.074,R
4,01-01-2022,19,0.124,R
4,01-01-2022,20,0.087,R
4,01-01-2022,21,0.159,R
4,01-01-2022,22,0.683,R
4,01-01-2022,23,0.263,R
4,01-01-2022,24,1.448,R
4,02-01-2022,1,0.567,R
4,02-01-2022,2,0.092,R
4,02-01-2022,3,0.124,R
4,02-01-2022,4,0.11,R
4,02-01-2022,5,0.057,R
4,02-01-2022,6,0.126,R
4,02-01-2022,7,0.24,R
4,02-01-2022,8,0.316,R
4,02-01-2022,9,0.136,R
4,02-01-2022,10,0.108,R
4,02-01-2022,11,0.074,R
4,02-01-2022,12,0.215,R
4,02-01-2022,13,0.145,R
4,02-01-2022,14,0.534,R
4,02-01-2022,15,0.28,R
4,02-01-2022,16,2.17,R
4,02-01-2022,17,0.379,R
4,02-01-2022,18,1.108,R
4,02-01-2022,19,2.076,R
4,02-01-2022,20,0.379,R
4,02-01-2022,21,0.202,R
4,02-01-2022,22,0.225,R
4,02-01-2022,23,0.179,R
4,02-01-2022,24,0.266,R
4,03-01-2022,1,0.371,R
4,03-01-2022,2,0.654,R
4,03-01-2022,3,0.135,R
4,03-01-2022,4,0.118,R
4,03-01-2022,5,0.083,R
4,03-01-2022,6,0.098,R
4,03-01-2022,7,0.126,R
4,03-01-2022,8,1.469,R
4,03-01-2022,9,0.651,R
4,03-01-2022,10,0.129,R
4,03-01-2022,11,0.096,R
4,03-01-2022,12,0.613,R
4,03-01-2022,13,0.461,R
4,03-01-2022,14,0.414,R
4,03-01-2022,15,0.323,R
4,03-01-2022,16,0.376,R
4,03-01-2022,17,0.342,R
4,03-01-2022,18,0.711,R
4,03-01-2022,19,1.152,R
4,03-01-2022,20,1.171,R
4,03-01-2022,21,1.215,R
4,03-01-2022,22,0.722,R
4,03-01-2022,23,0.261,R
4,03-01-2022,24,0.255,R
4,04-01-2022,1,0.159,R
4,04-01-2022,2,0.441,R
4,04-01-2022,3,0.132,R
4,04-01-2022,4,0.101,R
4,04-01-2022,5,0.077,R
4,04-01-2022,6,0.114,R
4,04-01-2022,7,0.1,R
4,04-01-2022,8,1.928,R
4,04-01-2022,9,0.84,R
4,04-01-2022,10,0.321,R
4,04-01-2022,11,0.291,R
4,04-01-2022,12,0.267,R
4,04-01-2022,13,0.248,R
4,04-01-2022,14,0.325,R
4,04-01-2022,15,0.743,R
4,04-01-2022,16,1.259,R
4,04-01-2022,17,0.15,R
4,04-01-2022,18,0.208,R
4,04-01-2022,19,0.097,R
4,04-01-2022,20,0.086,R
4,04-01-2022,21,0.223,R
4,04-01-2022,22,0.623,R
4,04-01-2022,23,0.614,R
4,04-01-2022,24,0.535,R
4,05-01-2022,1,0.085,R
4,05-01-2022,2,0.123,R
4,05-01-2022,3,0.09,R
4,05-01-2022,4,0.067,R
4,05-01-2022,5,0.108,R
4,05-01-2022,6,0.503,R
4,05-01-2022,7,0.068,R
4,05-01-2022,8,0.109,R
4,05-01-2022,9,0.093,R
4,05-01-2022,10,0.171,R
4,05-01-2022,11,0.58,R
4,05-01-2022,12,0.096,R
4,05-01-2022,13,0.279,R
4,05-01-2022,14,2.124,R
4,05-01-2022,15,1.955,R
4,05-01-2022,16,1.966,R
4,05-01-2022,17,0.771,R
4,05-01-2022,18,0.121,R
4,05-01-2022,19,0.122,R
4,05-01-2022,20,0.068,R
4,05-01-2022,21,0.09,R
4,05-01-2022,22,0.103,R
4,05-01-2022,23,0.514,R
4,05-01-2022,24,0.092,R
4,06-01-2022,1,0.091,R
4,06-01-2022,2,0.044,R
4,06-01-2022,3,0.106,R
4,06-01-2022,4,0.077,R
4,06-01-2022,5,0.508,R
4,06-01-2022,6,0.108,R
4,06-01-2022,7,0.073,R
4,06-01-2022,8,0.045,R
4,06-01-2022,9,0.105,R
4,06-01-2022,10,0.083,R
4,06-01-2022,11,0.067,R
4,06-01-2022,12,0.604,R
4,06-01-2022,13,0.072,R
4,06-01-2022,14,0.079,R
4,06-01-2022,15,0.111,R
4,06-01-2022,16,0.059,R
4,06-01-2022,17,0.095,R
4,06-01-2022,18,0.095,R
4,06-01-2022,19,0.552,R
